step,raw_return,normalized_score
50000,989.5967201240821,30.1591805394845
100000,2009.6244730330995,61.89592488975424
150000,1866.4384150140745,57.44088991162456
200000,1811.4145641114585,55.72889934638409
250000,1496.1282069159624,45.919203005373056
300000,1499.1104954931475,46.01199276514472
