shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,2234.4370458974145,973.2,0.3257037699941107
gravity,1.0,3313.732075704915,899.8,0.0
gravity,1.5,663.1014356139892,215.2,0.7998928638571571
gravity,2.0,339.0513100524342,130.0,0.8976829440924824
obs_noise,0.0,3313.732075704915,899.8,0.0
obs_noise,0.01,3188.246652175042,875.6,0.03786830699134876
obs_noise,0.1,2300.514557337055,611.7,0.3057632588332667
obs_noise,0.3,372.078064468187,178.5,0.8877163102001733
friction,0.5,3300.4582336481835,926.0,0.004005707689541535
friction,1.0,3313.732075704915,899.8,0.0
friction,1.5,3345.946417287147,938.4,-0.00972146837652202
friction,2.0,2575.1535608044624,829.5,0.22288419764393244
reward_perturb,0.0,3313.732075704915,899.8,0.0
reward_perturb,0.1,3312.9725845659254,899.8,0.00022919509533012708
reward_perturb,0.5,3314.533928065665,899.8,-0.00024197863388795195
reward_perturb,1.0,3301.2874628138866,899.8,0.0037554674327076576
