noise_std,baseline_score,ensemble_score,baseline_drop,ensemble_drop
0.0,59.20427969538591,48.25873206999932,1.571230449468068,-2.8974887112163614
0.01,64.46788900857979,48.43110044847488,-3.692378863725814,-3.069857089691922
0.1,35.302348579268426,31.715224119172667,25.47316156558555,13.64601923961029
0.3,10.642680212373275,9.01766372559232,50.1328299324807,36.343579633190636
