shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,4142.410409998165,1000.0,0.23193005271484932
gravity,1.0,5393.272350571829,1000.0,0.0
gravity,1.5,4278.846424922048,1000.0,0.20663260692399898
gravity,2.0,2732.974760863194,1000.0,0.49326223798554747
obs_noise,0.0,5393.272350571829,1000.0,0.0
obs_noise,0.01,5354.604762963785,1000.0,0.007169596692802603
obs_noise,0.1,3566.800842637165,1000.0,0.33865738446177485
obs_noise,0.3,1193.5225875871026,1000.0,0.7787015915373607
friction,0.5,5314.284722878699,1000.0,0.014645584824722455
friction,1.0,5393.272350571829,1000.0,0.0
friction,1.5,5527.09558334626,1000.0,-0.024812993684667706
friction,2.0,5488.103244684065,1000.0,-0.017583182889360716
reward_perturb,0.0,5393.272350571829,1000.0,0.0
reward_perturb,0.1,5393.240951306851,1000.0,5.821932017717194e-06
reward_perturb,0.5,5405.77533968385,1000.0,-0.0023182565795505437
reward_perturb,1.0,5391.997053335767,1000.0,0.0002364607520564191
