shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,418.9518244918837,215.9,0.7518345731691153
gravity,1.0,1688.1957726423484,521.2,0.0
gravity,1.5,485.4242022423552,174.9,0.7124597691163663
gravity,2.0,373.86731866070437,157.7,0.7785403063321675
obs_noise,0.0,1688.1957726423484,521.2,0.0
obs_noise,0.01,1725.866421741157,533.3,-0.02231414727442825
obs_noise,0.1,848.2897305871714,285.5,0.4975169679169163
obs_noise,0.3,294.13687202491417,128.3,0.8257685057672346
friction,0.5,699.2176782542017,236.6,0.5858195538780477
friction,1.0,1688.1957726423484,521.2,0.0
friction,1.5,397.0729323239406,158.0,0.7647944990986171
friction,2.0,305.97725843366345,133.3,0.8187548722771941
reward_perturb,0.0,1688.1957726423484,521.2,0.0
reward_perturb,0.1,1689.2521806183238,521.2,-0.0006257615337597425
reward_perturb,0.5,1688.0396114868304,521.2,9.250180461807382e-05
reward_perturb,1.0,1690.8767082510635,521.2,-0.00158804781540173
