shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,2639.3316229048046,1000.0,0.2564261348428919
gravity,1.0,3549.5217712461504,959.9,0.0
gravity,1.5,677.0275281573561,215.1,0.809262325521765
gravity,2.0,372.1802973068464,136.1,0.8951463545535084
obs_noise,0.0,3549.5217712461504,959.9,0.0
obs_noise,0.01,3263.534413109065,875.8,0.08057067305624163
obs_noise,0.1,2928.1561016352907,770.8,0.17505616521200076
obs_noise,0.3,397.39193221103585,251.3,0.8880435287282317
friction,0.5,3226.7661599610633,930.9,0.09092932290193433
friction,1.0,3549.5217712461504,959.9,0.0
friction,1.5,3526.47647408797,997.3,0.006492507623101494
friction,2.0,1632.9979165857658,517.3,0.5399386109378729
reward_perturb,0.0,3549.5217712461504,959.9,0.0
reward_perturb,0.1,3550.9709998778285,959.9,-0.0004082884188563058
reward_perturb,0.5,3556.4054519746883,959.9,-0.0019393262451018068
reward_perturb,1.0,3552.840208983718,959.9,-0.0009348971358479081
