shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,420.98757834192884,207.6,0.7657195175228743
gravity,1.0,1796.9383274726374,544.9,0.0
gravity,1.5,593.640321562471,200.8,0.6696378988156951
gravity,2.0,384.23870817447494,163.4,0.7861703419087843
obs_noise,0.0,1796.9383274726374,544.9,0.0
obs_noise,0.01,1672.603568696179,506.7,0.06919255762735775
obs_noise,0.1,948.3161014972069,316.8,0.47226007314842183
obs_noise,0.3,346.7393432782509,153.3,0.8070388182070033
friction,0.5,790.5590760677125,257.4,0.560052193232686
friction,1.0,1796.9383274726374,544.9,0.0
friction,1.5,399.3983078712696,154.0,0.7777339924442391
friction,2.0,303.81686061773917,131.7,0.8309252710720171
reward_perturb,0.0,1796.9383274726374,544.9,0.0
reward_perturb,0.1,1796.5370745888572,544.9,0.00022329808299240394
reward_perturb,0.5,1802.5100589525548,544.9,-0.003100680415534312
reward_perturb,1.0,1785.1653763991048,544.9,0.006551672304798028
