shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,373.06344443223526,185.9,0.8357923502036756
gravity,1.0,2271.9005167844857,691.2,0.0
gravity,1.5,553.8642536792396,210.0,0.7562110446353759
gravity,2.0,399.647554421912,152.1,0.8240910852084538
obs_noise,0.0,2271.9005167844857,691.2,0.0
obs_noise,0.01,2008.7220933958044,615.4,0.1158406459456986
obs_noise,0.1,1098.4789799537164,349.6,0.5164933623464997
obs_noise,0.3,249.9369992338562,117.5,0.8899877008753877
friction,0.5,645.523396831232,227.4,0.7158663453517463
friction,1.0,2271.9005167844857,691.2,0.0
friction,1.5,408.19030429681317,159.1,0.8203309074137887
friction,2.0,306.9453878287867,132.7,0.8648948818132146
reward_perturb,0.0,2271.9005167844857,691.2,0.0
reward_perturb,0.1,2270.8993355310195,691.2,0.0004406800588624672
reward_perturb,0.5,2277.6061021438536,691.2,-0.002511371126163234
reward_perturb,1.0,2266.942187389485,691.2,0.0021824588525639326
