shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,1872.3940741227336,729.0,0.42927962894150806
gravity,1.0,3280.755636337424,895.0,0.0
gravity,1.5,577.0789480380703,201.8,0.8241018192131155
gravity,2.0,382.18193009119693,140.5,0.8835079559543612
obs_noise,0.0,3280.755636337424,895.0,0.0
obs_noise,0.01,3418.6985590687027,929.5,-0.04204608267785389
obs_noise,0.1,2574.0992060267085,823.6,0.21539441172754153
obs_noise,0.3,431.8178301545563,202.5,0.8683785450608477
friction,0.5,3416.0379186941036,952.4,-0.04123509866394867
friction,1.0,3280.755636337424,895.0,0.0
friction,1.5,2614.8785497941726,736.7,0.20296454852292037
friction,2.0,2076.19731826113,649.8,0.3671588047383624
reward_perturb,0.0,3280.755636337424,895.0,0.0
reward_perturb,0.1,3280.73718309564,895.0,5.624692549458226e-06
reward_perturb,0.5,3274.5190304302087,895.0,0.001900966301220165
reward_perturb,1.0,3288.820335323392,895.0,-0.002458183382097657
