shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,3673.076111506399,1000.0,0.3179309438751651
gravity,1.0,5385.196819182687,1000.0,0.0
gravity,1.5,4351.258115615021,1000.0,0.19199645589269057
gravity,2.0,2602.7069028475607,1000.0,0.5166923345166474
obs_noise,0.0,5385.196819182687,1000.0,0.0
obs_noise,0.01,5417.653883482273,1000.0,-0.006027089703382824
obs_noise,0.1,3440.733701692964,1000.0,0.36107558976550735
obs_noise,0.3,1232.7882875433465,1000.0,0.7710783228661182
friction,0.5,5365.524661840691,1000.0,0.003653006195042283
friction,1.0,5385.196819182687,1000.0,0.0
friction,1.5,5517.649291339348,1000.0,-0.024595660400906712
friction,2.0,5469.308869055853,1000.0,-0.015619122698273423
reward_perturb,0.0,5385.196819182687,1000.0,0.0
reward_perturb,0.1,5384.877124031287,1000.0,5.936554635501757e-05
reward_perturb,0.5,5381.268950716976,1000.0,0.0007293825272494321
reward_perturb,1.0,5384.911568451973,1000.0,5.296941602918364e-05
