shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,410.0765451933656,203.8,0.7178776915213444
gravity,1.0,1453.5417188548577,455.1,0.0
gravity,1.5,848.7864972489472,258.6,0.41605632212768834
gravity,2.0,445.0982546540234,169.9,0.693783639726086
obs_noise,0.0,1453.5417188548577,455.1,0.0
obs_noise,0.01,1531.432970938095,476.7,-0.05358721464465588
obs_noise,0.1,1082.832050264643,345.5,0.25503889140675684
obs_noise,0.3,512.9195926233164,210.6,0.6471242717220327
friction,0.5,772.6843421601858,252.9,0.4684126832156363
friction,1.0,1453.5417188548577,455.1,0.0
friction,1.5,395.7702342107282,156.7,0.7277200722367105
friction,2.0,304.5460048940838,132.4,0.7904800385543705
reward_perturb,0.0,1453.5417188548577,455.1,0.0
reward_perturb,0.1,1453.509013890735,455.1,2.2500189501491876e-05
reward_perturb,0.5,1451.5119126036823,455.1,0.0013964554473018685
reward_perturb,1.0,1450.83721038726,455.1,0.0018606335356705992
