shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,2624.4289245981754,926.8,0.22670140578395967
gravity,1.0,3393.8105464407136,912.4,0.0
gravity,1.5,550.8082800200116,188.7,0.8377021131607725
gravity,2.0,325.61535431780055,121.8,0.9040561192611967
obs_noise,0.0,3393.8105464407136,912.4,0.0
obs_noise,0.01,3664.6522785983934,982.1,-0.07980461149834286
obs_noise,0.1,2804.44889137217,736.2,0.1736577946835134
obs_noise,0.3,359.83576089553577,163.7,0.8939729380967019
friction,0.5,3395.794020792559,954.7,-0.0005844387377267128
friction,1.0,3393.8105464407136,912.4,0.0
friction,1.5,3055.1941049148904,847.2,0.09977470365308101
friction,2.0,2227.904163843759,674.3,0.34353902984352164
reward_perturb,0.0,3393.8105464407136,912.4,0.0
reward_perturb,0.1,3393.0637503904886,912.4,0.00022004647578461274
reward_perturb,0.5,3390.048773691563,912.4,0.0011084215508422568
reward_perturb,1.0,3410.310432811229,912.4,-0.004861758234507185
