shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,1665.8208103400843,844.9,0.5033618581448849
gravity,1.0,3354.194271341439,922.8,0.0
gravity,1.5,602.1220713855934,207.6,0.8204868225641602
gravity,2.0,415.6518953486834,146.3,0.8760799578903186
obs_noise,0.0,3354.194271341439,922.8,0.0
obs_noise,0.01,3343.6712747810934,916.2,0.0031372650803965793
obs_noise,0.1,2374.9047954336747,783.3,0.291959676955777
obs_noise,0.3,481.121737929177,247.6,0.8565611592506946
friction,0.5,2873.844897187234,827.0,0.14320857269907017
friction,1.0,3354.194271341439,922.8,0.0
friction,1.5,3177.325647857879,902.8,0.05273058421056366
friction,2.0,1768.013020604878,562.3,0.47289486607530384
reward_perturb,0.0,3354.194271341439,922.8,0.0
reward_perturb,0.1,3354.532061394549,922.8,-0.00010070676466062057
reward_perturb,0.5,3359.7028685257064,922.8,-0.0016423011723957857
reward_perturb,1.0,3347.110959724984,922.8,0.002111777387784565
