shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,4682.91613830453,1000.0,0.15402783442211776
gravity,1.0,5535.543991693436,1000.0,0.0
gravity,1.5,4535.684085738298,1000.0,0.1806254105207211
gravity,2.0,2737.605234057373,1000.0,0.5054496471953999
obs_noise,0.0,5535.543991693436,1000.0,0.0
obs_noise,0.01,5448.697741584675,1000.0,0.015688837490783373
obs_noise,0.1,3398.591939156103,1000.0,0.3860419239272626
obs_noise,0.3,1259.9552541093594,1000.0,0.7723881779279449
friction,0.5,5475.901310280355,1000.0,0.010774493257136057
friction,1.0,5535.543991693436,1000.0,0.0
friction,1.5,5594.695661415981,1000.0,-0.01068579164239457
friction,2.0,5481.935029582451,1000.0,0.009684497529317783
reward_perturb,0.0,5535.543991693436,1000.0,0.0
reward_perturb,0.1,5533.891021989088,1000.0,0.0002986101649320011
reward_perturb,0.5,5535.414762823881,1000.0,2.3345288150334472e-05
reward_perturb,1.0,5557.408610271255,1000.0,-0.003949859058229786
