shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,1591.6175197060886,705.7,0.5004739951091618
gravity,1.0,3186.255578533706,869.7,0.0
gravity,1.5,619.7943694428425,202.3,0.805478765225711
gravity,2.0,368.3885331595074,134.5,0.8843819888017151
obs_noise,0.0,3186.255578533706,869.7,0.0
obs_noise,0.01,3529.974654476293,958.7,-0.10787555093140531
obs_noise,0.1,2534.5636145355456,682.7,0.2045322316228206
obs_noise,0.3,380.9486486910307,172.7,0.8804400214290592
friction,0.5,3029.7465347900225,855.8,0.04912005326820262
friction,1.0,3186.255578533706,869.7,0.0
friction,1.5,3486.303110981035,1000.0,-0.09416932353725656
friction,2.0,2874.3502562169597,928.7,0.09789086739246541
reward_perturb,0.0,3186.255578533706,869.7,0.0
reward_perturb,0.1,3186.4313006024363,869.7,-5.515002309115812e-05
reward_perturb,0.5,3187.702051857379,869.7,-0.00045397278655809364
reward_perturb,1.0,3185.4543067455675,869.7,0.0002514775630481925
