shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,4756.579256416764,1000.0,0.12860690188004462
gravity,1.0,5458.591841821057,1000.0,0.0
gravity,1.5,4413.09199574687,1000.0,0.19153288547131855
gravity,2.0,2655.9262995660165,1000.0,0.5134411261128539
obs_noise,0.0,5458.591841821057,1000.0,0.0
obs_noise,0.01,5371.748190345787,1000.0,0.015909533812349882
obs_noise,0.1,3532.391741542017,1000.0,0.35287490915174097
obs_noise,0.3,1246.808096746954,1000.0,0.771587960251118
friction,0.5,5350.120759158866,1000.0,0.01987162363581356
friction,1.0,5458.591841821057,1000.0,0.0
friction,1.5,5503.645673123678,1000.0,-0.008253746132370716
friction,2.0,5396.606919576874,1000.0,0.011355478489760764
reward_perturb,0.0,5458.591841821057,1000.0,0.0
reward_perturb,0.1,5458.819595412191,1000.0,-4.172387270091365e-05
reward_perturb,0.5,5468.327815140304,1000.0,-0.0017836052962697752
reward_perturb,1.0,5449.9788761345235,1000.0,0.0015778731834362335
