shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,4640.9452365825255,1000.0,0.14506200860338514
gravity,1.0,5428.399817630214,1000.0,0.0
gravity,1.5,4427.000487841995,1000.0,0.1844741292886903
gravity,2.0,2683.257271762325,1000.0,0.5057001396529944
obs_noise,0.0,5428.399817630214,1000.0,0.0
obs_noise,0.01,5409.560374267258,1000.0,0.0034705334897715693
obs_noise,0.1,3526.3968246241784,1000.0,0.3503800487997882
obs_noise,0.3,1215.1871749340073,1000.0,0.7761426542335084
friction,0.5,5399.767717092484,1000.0,0.005274501049966672
friction,1.0,5428.399817630214,1000.0,0.0
friction,1.5,5487.314157404769,1000.0,-0.010852984627848207
friction,2.0,5484.957472818692,1000.0,-0.010418844795623081
reward_perturb,0.0,5428.399817630214,1000.0,0.0
reward_perturb,0.1,5428.131571752252,1000.0,4.941527650388157e-05
reward_perturb,0.5,5432.5023168486805,1000.0,-0.0007557474313411164
reward_perturb,1.0,5413.478355884764,1000.0,0.002748777217364946
