shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,433.422154992419,216.9,0.728230439285202
gravity,1.0,1594.8149375244545,492.1,0.0
gravity,1.5,1202.0600170361906,357.8,0.2462699033267874
gravity,2.0,514.5092373506344,189.2,0.6773862438551778
obs_noise,0.0,1594.8149375244545,492.1,0.0
obs_noise,0.01,1442.3424094895058,450.2,0.09560515420781274
obs_noise,0.1,1171.87388889099,370.9,0.2651975716317112
obs_noise,0.3,352.4515623851554,148.6,0.7790015919137006
friction,0.5,682.3132464158888,233.3,0.572167760433065
friction,1.0,1594.8149375244545,492.1,0.0
friction,1.5,403.6420487747431,155.7,0.7469035188488422
friction,2.0,306.6342363731686,131.5,0.8077305214803541
reward_perturb,0.0,1594.8149375244545,492.1,0.0
reward_perturb,0.1,1595.5987188960303,492.1,-0.0004914560010281593
reward_perturb,0.5,1593.4653434238467,492.1,0.0008462386881720434
reward_perturb,1.0,1583.3115050939784,492.1,0.00721302024442551
