shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,4233.2167930701335,1000.0,0.2413479563944926
gravity,1.0,5579.918789846917,1000.0,0.0
gravity,1.5,4511.344636695687,1000.0,0.19150353139468293
gravity,2.0,2733.8112606312907,1000.0,0.5100625361061407
obs_noise,0.0,5579.918789846917,1000.0,0.0
obs_noise,0.01,5527.047477457807,1000.0,0.009475283490740687
obs_noise,0.1,3201.6013411290364,1000.0,0.42622796823591924
obs_noise,0.3,1030.8495395572604,1000.0,0.8152572504401016
friction,0.5,5433.006812616632,1000.0,0.026328694513906375
friction,1.0,5579.918789846917,1000.0,0.0
friction,1.5,5587.20965059689,1000.0,-0.0013066248855161308
friction,2.0,5305.859369246839,1000.0,0.049115306319287226
reward_perturb,0.0,5579.918789846917,1000.0,0.0
reward_perturb,0.1,5580.659640203486,1000.0,-0.00013277081342410882
reward_perturb,0.5,5592.970977361204,1000.0,-0.0023391357483618187
reward_perturb,1.0,5574.895917024005,1000.0,0.0009001695207556914
