shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,4820.16516917096,1000.0,0.12805748874395104
gravity,1.0,5528.076802021529,1000.0,0.0
gravity,1.5,4434.717526724267,1000.0,0.19778293870617678
gravity,2.0,2780.862473988876,1000.0,0.4969566137409742
obs_noise,0.0,5528.076802021529,1000.0,0.0
obs_noise,0.01,5546.051211220378,1000.0,-0.0032514760273004363
obs_noise,0.1,3139.8983295181943,1000.0,0.4320089170306057
obs_noise,0.3,1142.209225826788,1000.0,0.7933803623334068
friction,0.5,5491.962911190978,1000.0,0.006532812788951273
friction,1.0,5528.076802021529,1000.0,0.0
friction,1.5,5629.709555842126,1000.0,-0.01838483028734902
friction,2.0,5579.177088549931,1000.0,-0.009243772899413262
reward_perturb,0.0,5528.076802021529,1000.0,0.0
reward_perturb,0.1,5528.053570302728,1000.0,4.202495665866227e-06
reward_perturb,0.5,5527.567095679979,1000.0,9.220319467417005e-05
reward_perturb,1.0,5531.55658291844,1000.0,-0.0006294740506568392
