shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,445.4484170518651,233.0,0.6993351803850043
gravity,1.0,1481.5448565690735,457.5,0.0
gravity,1.5,1262.427880669763,377.7,0.1478976319399039
gravity,2.0,429.74553957041354,160.2,0.7099341692794857
obs_noise,0.0,1481.5448565690735,457.5,0.0
obs_noise,0.01,1622.7233313384802,502.4,-0.09529139407654819
obs_noise,0.1,1076.499994730788,344.9,0.2733935864596626
obs_noise,0.3,332.8130059932952,145.1,0.7753608306102756
friction,0.5,661.9379362053569,228.6,0.5532110058832392
friction,1.0,1481.5448565690735,457.5,0.0
friction,1.5,406.85911465538163,155.8,0.7253818452736042
friction,2.0,305.30580616420735,131.8,0.7939273962509463
reward_perturb,0.0,1481.5448565690735,457.5,0.0
reward_perturb,0.1,1481.2739821821922,457.5,0.00018283238990727852
reward_perturb,0.5,1484.6315359272467,457.5,-0.002083419441866359
reward_perturb,1.0,1481.1923233909888,457.5,0.00023794971615043024
