shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,4779.785400928941,1000.0,0.13307393171586074
gravity,1.0,5513.486761782717,1000.0,0.0
gravity,1.5,4482.7664040948575,1000.0,0.1869452856643096
gravity,2.0,2708.409393913367,1000.0,0.5087665009578011
obs_noise,0.0,5513.486761782717,1000.0,0.0
obs_noise,0.01,5477.397266088515,1000.0,0.006545675586701314
obs_noise,0.1,3592.093739054889,1000.0,0.34848964108269115
obs_noise,0.3,1202.6382773770752,1000.0,0.7818733717267117
friction,0.5,5406.842649638127,1000.0,0.019342408307534878
friction,1.0,5513.486761782717,1000.0,0.0
friction,1.5,5604.262464483549,1000.0,-0.01646430047316932
friction,2.0,5622.215030440864,1000.0,-0.01972041892107338
reward_perturb,0.0,5513.486761782717,1000.0,0.0
reward_perturb,0.1,5514.2351529585085,1000.0,-0.00013573827382325733
reward_perturb,0.5,5512.067747911371,1000.0,0.00025737141171385507
reward_perturb,1.0,5525.5249775424945,1000.0,-0.002183412471980872
