shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,424.81918846259714,211.5,0.7165710823372349
gravity,1.0,1498.8561928182066,464.1,0.0
gravity,1.5,785.8970749514634,254.0,0.47566879416644386
gravity,2.0,369.1761168432396,151.2,0.7536947716451033
obs_noise,0.0,1498.8561928182066,464.1,0.0
obs_noise,0.01,1621.3503206726534,498.9,-0.08172507038459016
obs_noise,0.1,1031.9459180253168,323.5,0.3115110555836496
obs_noise,0.3,346.4787986797156,136.8,0.768837864272854
friction,0.5,664.3209923643496,229.6,0.5567813673203245
friction,1.0,1498.8561928182066,464.1,0.0
friction,1.5,404.6765170644269,156.0,0.7300097774533402
friction,2.0,306.2099600707382,132.4,0.7957042433170387
reward_perturb,0.0,1498.8561928182066,464.1,0.0
reward_perturb,0.1,1497.919343495111,464.1,0.0006250428343857041
reward_perturb,0.5,1503.6059862388204,464.1,-0.003168945388738728
reward_perturb,1.0,1492.695817992007,464.1,0.0041100506210783394
