shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,429.4070850588864,224.9,0.7405961036138811
gravity,1.0,1655.3609681317976,510.0,0.0
gravity,1.5,739.9200100744856,230.0,0.5530159135565808
gravity,2.0,376.2363016661081,153.2,0.77271645948574
obs_noise,0.0,1655.3609681317976,510.0,0.0
obs_noise,0.01,1796.3567550097566,552.1,-0.08517525155681524
obs_noise,0.1,854.1343357642852,286.1,0.4840192850939082
obs_noise,0.3,328.9758823489858,152.7,0.8012663771332844
friction,0.5,680.9694651293313,232.4,0.5886278109493799
friction,1.0,1655.3609681317976,510.0,0.0
friction,1.5,401.0362442307907,156.4,0.7577348675295932
friction,2.0,306.3366887856581,131.4,0.8149426652657017
reward_perturb,0.0,1655.3609681317976,510.0,0.0
reward_perturb,0.1,1656.9222349453394,510.0,-0.000943157923618204
reward_perturb,0.5,1657.4261589257887,510.0,-0.0012475773162163566
reward_perturb,1.0,1656.8982760163885,510.0,-0.0009286843861770786
