shift_type,shift_level,raw_return,episode_length,robustness_drop
gravity,0.5,4126.25747591353,1000.0,0.2527615828802935
gravity,1.0,5522.009282952203,1000.0,0.0
gravity,1.5,4494.998744812121,1000.0,0.18598493510518269
gravity,2.0,2789.5073538018264,1000.0,0.4948383440039263
obs_noise,0.0,5522.009282952203,1000.0,0.0
obs_noise,0.01,5571.834677797798,1000.0,-0.009023055249004769
obs_noise,0.1,2973.490143083706,1000.0,0.46152025635603344
obs_noise,0.3,1296.8870233576722,1000.0,0.7651421870366136
friction,0.5,5435.050392013817,1000.0,0.015747690103826702
friction,1.0,5522.009282952203,1000.0,0.0
friction,1.5,5591.687235749932,1000.0,-0.012618224495355806
friction,2.0,5597.721839065793,1000.0,-0.013711051943960537
reward_perturb,0.0,5522.009282952203,1000.0,0.0
reward_perturb,0.1,5520.419316360788,1000.0,0.0002879326183538783
reward_perturb,0.5,5521.58639853489,1000.0,7.658162013936104e-05
reward_perturb,1.0,5515.089400470369,1000.0,0.0012531457531586266
